,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,ExterQual,BsmtQual,CentralAir,KitchenQual,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,MasVnrType_BrkFace,MasVnrType_Stone,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Neighborhood_enc
351,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,202754.90891517754
352,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,128237.37345352261
353,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
354,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157062.4318769889
355,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
356,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
357,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145878.78183698177
358,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,202754.90891517754
359,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,318453.59117726533
360,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157555.763762658
361,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,126061.30972167397
362,0,0,0,0,0,0,1,0,0,4,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,128237.37345352261
363,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,150249.91874850116
364,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,189009.6939952943
365,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,112604.17746289755
366,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
367,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
368,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
369,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
370,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
371,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,202754.90891517754
372,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186444.00440920002
373,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
374,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
375,0,0,0,0,0,0,0,0,0,2,2,0,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128237.37345352261
376,0,0,0,0,0,0,0,0,0,4,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
377,0,0,0,0,0,0,1,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,225319.43925810166
378,0,1,1,0,0,0,0,0,0,4,5,1,5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,261578.10917507068
379,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
380,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157062.4318769889
381,0,0,0,0,0,0,0,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,225319.43925810166
382,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
383,0,0,0,0,0,0,0,0,0,3,2,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,186444.00440920002
384,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,202754.90891517754
385,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186857.58935267178
386,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
387,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
388,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
389,1,0,0,0,0,0,0,0,0,5,5,1,5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,315819.25911678816
390,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
391,0,0,0,0,0,0,0,0,0,3,5,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157555.763762658
392,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
393,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,126061.30972167397
394,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128230.11812624609
395,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
396,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
397,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
398,0,0,0,0,0,0,0,0,0,3,2,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,112604.17746289755
399,0,0,0,0,0,0,0,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,225319.43925810166
400,0,0,0,0,0,0,0,0,0,4,4,1,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197643.20981037465
401,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,197965.7348070608
402,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
403,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,318453.59117726533
404,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
405,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
406,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,157062.4318769889
407,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,209344.28786708805
408,0,0,0,0,0,0,0,0,0,4,5,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,315819.25911678816
409,0,0,0,0,0,0,0,0,0,4,5,1,5,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,225319.43925810166
410,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,128237.37345352261
411,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
412,0,0,0,0,0,0,0,0,0,5,5,1,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,225319.43925810166
413,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128230.11812624609
414,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186444.00440920002
415,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,192821.90499322256
416,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
417,0,0,0,0,0,0,0,0,0,3,4,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,209344.28786708805
418,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,128237.37345352261
419,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
420,0,0,0,0,0,0,0,0,1,3,4,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157555.763762658
421,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,189009.6939952943
422,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,157555.763762658
423,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,318453.59117726533
424,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,145847.080043848
425,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
426,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186444.00440920002
427,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
428,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,197965.7348070608
429,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,233548.25328991018
430,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,150249.91874850116
431,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,128230.11812624609
432,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,150249.91874850116
433,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
434,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145878.78183698177
435,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,197965.7348070608
436,0,0,0,0,0,0,0,0,0,3,2,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128230.11812624609
437,0,0,0,0,0,0,0,0,0,4,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,126061.30972167397
438,0,0,0,0,0,0,0,0,0,3,3,0,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,209344.28786708805
439,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,128237.37345352261
440,1,0,0,0,0,0,0,0,0,5,5,1,5,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,315819.25911678816
441,0,0,0,0,0,0,0,0,0,3,3,0,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,128237.37345352261
442,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,126061.30972167397
443,0,0,0,0,0,0,0,0,0,4,5,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,186857.58935267178
444,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
445,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,128237.37345352261
446,0,0,0,0,0,0,0,0,0,4,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
447,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,192821.90499322256
448,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,112604.17746289755
449,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
450,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128230.11812624609
451,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,202754.90891517754
452,0,0,0,0,0,0,0,0,0,4,5,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,233548.25328991018
453,0,0,0,0,0,0,0,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,225319.43925810166
454,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157555.763762658
455,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,189009.6939952943
456,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,128230.11812624609
457,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,202754.90891517754
458,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
459,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,126061.30972167397
460,0,0,0,0,0,0,0,0,0,4,4,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,225319.43925810166
461,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157062.4318769889
462,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
463,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,209344.28786708805
464,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
465,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186857.58935267178
466,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
467,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
468,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,315819.25911678816
469,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186444.00440920002
470,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,261578.10917507068
471,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,189009.6939952943
472,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
473,0,0,0,0,0,0,0,0,0,4,5,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,315819.25911678816
474,0,0,0,0,0,0,0,0,0,4,4,1,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,261578.10917507068
475,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
476,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
477,0,0,0,0,0,0,0,0,0,5,4,1,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,315819.25911678816
478,0,0,0,0,0,0,0,0,0,4,5,1,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,197965.7348070608
479,0,0,0,0,0,0,0,0,0,3,2,1,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
480,0,0,0,0,0,0,0,0,0,4,5,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,315819.25911678816
481,0,0,0,0,0,0,0,0,0,4,5,1,5,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,315819.25911678816
482,0,0,0,0,0,0,0,0,0,4,3,1,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
483,0,0,0,0,0,0,0,0,0,3,5,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,157555.763762658
484,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
485,0,0,0,0,0,0,0,0,0,4,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
486,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
487,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,189009.6939952943
488,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,128230.11812624609
489,0,0,0,0,0,0,0,0,0,3,4,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145878.78183698177
490,0,0,0,0,0,0,0,0,0,3,4,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145878.78183698177
491,0,0,0,0,0,0,0,0,0,3,3,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,145847.080043848
492,0,0,0,0,0,0,0,0,0,4,4,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,192821.90499322256
493,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,145847.080043848
494,0,0,0,0,0,0,0,0,0,3,2,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,128230.11812624609
495,0,0,0,0,0,0,0,0,0,3,3,0,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,112604.17746289755
496,0,0,0,0,0,0,1,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,318453.59117726533
497,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,126061.30972167397
498,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,136991.54695035348
499,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
500,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,150249.91874850116
501,0,0,0,0,0,0,0,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,225319.43925810166
502,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128237.37345352261
503,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,209344.28786708805
504,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,171374.4510208536
505,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,128230.11812624609
506,0,0,0,0,0,0,0,0,0,4,4,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,186444.00440920002
507,0,0,0,0,0,0,0,0,0,4,4,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,225319.43925810166
508,0,0,0,0,0,0,0,0,0,3,3,1,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,128230.11812624609
509,0,0,0,0,0,0,0,0,0,3,3,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,145847.080043848
